Fx	Fy	Fz	Mx	My	Mz	Xmm	Ymm	Zmm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
1460	-350	41000	-0	39540	10110	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1460.49029207571	-338.098454386546	40999.2995411935	-0	39498.8065935503	9855.24631731382	0	0	100	0.00727220521664305	0	0.00436332312998583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1460.98058415141	-326.196908773093	40998.5990823871	7666.12314436025	39457.6131871007	-0	0	0	100	0.0145444104332861	0	0.00872664625997165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1461.47087622712	-314.295363159639	40997.8986235806	7254.18471654038	39416.419780651	9345.73895194145	0	0	100	0.0218166156499291	0	0.0130899693899575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1461.96116830282	-302.393817546185	40997.1981647741	6842.2462887205	39375.2263742013	9090.98526925526	0	0	100	0.0290888208665722	0	0.0174532925199433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1462.45146037853	-290.492271932732	40996.4977059677	6430.30786090062	39334.0329677516	8836.23158656908	0	0	100	0.0363610260832152	0	0.0218166156499291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1462.94175245424	-278.590726319278	40995.7972471612	6018.36943308075	39292.839561302	8581.4779038829	0	0	100	0.0436332312998582	0	0.0261799387799149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1463.43204452994	-266.689180705824	40995.0967883547	5606.43100526088	39251.6461548523	8326.72422119671	0	0	100	0.0509054365165013	0	0.0305432619099008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1463.92233660565	-254.787635092371	40994.3963295483	5194.492577441	39210.4527484026	8071.97053851053	0	0	100	0.0581776417331443	0	0.0349065850398866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464.41262868135	-242.886089478917	40993.6958707418	4782.55414962113	39169.2593419529	7817.21685582434	0	0	100	0.0654498469497874	0	0.0392699081698724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464.90292075706	-230.984543865463	40992.9954119353	4370.61572180125	39128.0659355033	7562.46317313816	0	0	100	0.0727220521664304	0	0.0436332312998582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465.39321283277	-219.08299825201	40992.2949531289	3958.67729398137	39086.8725290536	7307.70949045198	0	0	100	0.0799942573830734	0	0.0479965544298441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465.88350490847	-207.181452638556	40991.5944943224	3546.7388661615	39045.6791226039	7052.95580776579	0	0	100	0.0872664625997165	0	0.0523598775598299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465.39321283277	-219.08299825201	40992.2949531289	3958.67729398138	39086.8725290536	7307.70949045198	0	0	100	0.0799942573830734	0	0.0479965544298441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464.90292075706	-230.984543865463	40992.9954119353	4370.61572180125	39128.0659355033	7562.46317313816	0	0	100	0.0727220521664304	0	0.0436332312998583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464.41262868135	-242.886089478917	40993.6958707418	4782.55414962113	39169.2593419529	7817.21685582434	0	0	100	0.0654498469497874	0	0.0392699081698724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
