Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 2 6, 2025 -- 13: 3: 50: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
-0.8953	-1.1816	-14.1095	 0.2512	 0.1772	 0.1018	 0.3783	-0.9827	 0.1092	 0.5147	 0.5346	 0.0086	 0.3873	-0.9980	 0.0997	 0.5155	 0.5349	 0.0134	 0.0236	-0.0342	-0.0177	-0.0068	-0.0005	 0.0131	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3922	37.4672	5367.5394	 0.0004	 0.0000	-0.8953	-1.1816	-14.1095	 0.2512	 0.1772	 0.1018
-0.8613	-1.0517	-13.9920	 0.2347	 0.1827	 0.0906	 0.3764	-0.9821	 0.1052	 0.5190	 0.5379	 0.0097	 0.4012	-1.0160	 0.0919	 0.5081	 0.5341	 0.0212	 0.0254	-0.0348	-0.0137	-0.0111	-0.0038	 0.0119	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3920	37.4680	5367.6040	 0.0008	 0.0000	-0.8613	-1.0517	-13.9920	 0.2347	 0.1827	 0.0906
-1.1351	-0.9850	-14.4593	 0.2295	 0.1505	 0.0892	 0.3773	-0.9798	 0.1059	 0.5038	 0.5356	 0.0132	 0.4018	-1.0168	 0.0915	 0.5079	 0.5341	 0.0216	 0.0245	-0.0371	-0.0144	 0.0041	-0.0016	 0.0085	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3912	37.4674	5367.6506	 0.0012	 0.0000	-1.1351	-0.9850	-14.4593	 0.2295	 0.1505	 0.0892
-0.7509	-1.0683	-13.8885	 0.2304	 0.1859	 0.0909	 0.3783	-0.9808	 0.1061	 0.5091	 0.5309	 0.0071	 0.4018	-1.0169	 0.0914	 0.5078	 0.5340	 0.0216	 0.0235	-0.0361	-0.0147	-0.0013	 0.0031	 0.0145	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3902	37.4663	5367.6536	 0.0016	 0.0000	-0.7509	-1.0683	-13.8885	 0.2304	 0.1859	 0.0909
-0.8787	-1.0995	-14.9074	 0.2382	 0.2235	 0.0789	 0.3752	-0.9801	 0.1074	 0.4986	 0.5332	 0.0060	 0.4018	-1.0168	 0.0913	 0.5077	 0.5339	 0.0216	 0.0267	-0.0368	-0.0160	 0.0091	 0.0007	 0.0156	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3913	37.4660	5367.5643	 0.0020	 0.0000	-0.8787	-1.0995	-14.9074	 0.2382	 0.2235	 0.0789
-0.9877	-1.1654	-14.2196	 0.2580	 0.1704	 0.0985	 0.3748	-0.9819	 0.1063	 0.5016	 0.5317	-0.0030	 0.4018	-1.0168	 0.0913	 0.5077	 0.5337	 0.0216	 0.0271	-0.0349	-0.0151	 0.0061	 0.0021	 0.0246	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3913	37.4660	5367.6312	 0.0024	 0.0000	-0.9877	-1.1654	-14.2196	 0.2580	 0.1704	 0.0985
-1.1021	-1.0721	-14.7426	 0.2530	 0.1731	 0.0977	 0.3733	-0.9803	 0.1075	 0.5105	 0.5323	 0.0010	 0.4018	-1.0167	 0.0912	 0.5076	 0.5336	 0.0216	 0.0285	-0.0364	-0.0164	-0.0030	 0.0013	 0.0206	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3905	37.4660	5367.5637	 0.0028	 0.0000	-1.1021	-1.0721	-14.7426	 0.2530	 0.1731	 0.0977
-0.7527	-1.5012	-15.0730	 0.2674	 0.2218	 0.0925	 0.3757	-0.9860	 0.1030	 0.4969	 0.5325	 0.0051	 0.4018	-1.0167	 0.0911	 0.5074	 0.5334	 0.0216	 0.0261	-0.0307	-0.0119	 0.0105	 0.0009	 0.0165	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3910	37.4667	5367.5563	 0.0032	 0.0000	-0.7527	-1.5012	-15.0730	 0.2674	 0.2218	 0.0925
-0.7817	-1.3315	-15.7679	 0.2515	 0.2641	 0.0893	 0.3764	-0.9862	 0.1072	 0.5043	 0.5328	 0.0063	 0.4018	-1.0166	 0.0909	 0.5073	 0.5332	 0.0216	 0.0254	-0.0304	-0.0163	 0.0030	 0.0004	 0.0152	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3922	37.4676	5367.6012	 0.0036	 0.0000	-0.7817	-1.3315	-15.7679	 0.2515	 0.2641	 0.0893
