Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 4 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 17: 42: 4: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	deg	N-m	N-m	N	N	N	deg	N-m	N-m	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	NA	NA	N	N	N	N-m	N-m	N-m
-1.2662	 0.0827	-9.6626	 0.1183	 0.1614	 0.0199	 0.1655	-0.2272	 0.0759	-0.0027	-1.0761	 0.2382	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2662	-0.0827	-0.3374	 0.0027	-0.1614	-0.0199	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2369	36.7773	39104.6881	 0.0004	 0.0000	-1.2662	 0.0827	-9.6626	 0.1183	 0.1614	 0.0199
-1.2354	 0.2680	-11.8212	 0.0935	 0.1555	 0.0186	 0.1571	-0.2220	 0.0805	 0.0142	-1.0769	 0.2498	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2354	-0.2680	 1.8212	-0.0142	-0.1555	-0.0186	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2367	36.7774	39104.3999	 0.0008	 0.0000	-1.2354	 0.2680	-11.8212	 0.0935	 0.1555	 0.0186
-0.6390	 0.1081	-10.7150	 0.1439	 0.4092	-0.0010	 0.1720	-0.2240	 0.0848	-0.0083	-1.0882	 0.2476	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.6390	-0.1081	 0.7150	 0.0083	-0.4092	 0.0010	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2372	36.7778	39103.7959	 0.0012	 0.0000	-0.6390	 0.1081	-10.7150	 0.1439	 0.4092	-0.0010
-2.0111	 0.3525	-7.7186	 0.1185	-0.0737	 0.0202	 0.1643	-0.2283	 0.0800	 0.0164	-1.0885	 0.2472	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.0111	-0.3525	-2.2814	-0.0164	 0.0737	-0.0202	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2376	36.7777	39103.1851	 0.0016	 0.0000	-2.0111	 0.3525	-7.7186	 0.1185	-0.0737	 0.0202
-1.6656	-0.1012	-8.7820	 0.1664	 0.0325	-0.0037	 0.1663	-0.2186	 0.0791	-0.0229	-1.0855	 0.2378	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6656	 0.1012	-1.2180	 0.0229	-0.0325	 0.0037	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2377	36.7778	39102.1796	 0.0020	 0.0000	-1.6656	-0.1012	-8.7820	 0.1664	 0.0325	-0.0037
-1.7430	 0.0574	-7.7365	 0.1137	 0.0707	 0.0085	 0.1637	-0.2173	 0.0763	-0.0147	-1.0897	 0.2438	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7430	-0.0574	-2.2635	 0.0147	-0.0707	-0.0085	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2372	36.7786	39101.7697	 0.0024	 0.0000	-1.7430	 0.0574	-7.7365	 0.1137	 0.0707	 0.0085
-1.0150	 0.2150	-9.4488	 0.1596	 0.2023	 0.0283	 0.1605	-0.2257	 0.0849	-0.0121	-1.0960	 0.2388	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.0150	-0.2150	-0.5512	 0.0121	-0.2023	-0.0283	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2378	36.7779	39101.2185	 0.0028	 0.0000	-1.0150	 0.2150	-9.4488	 0.1596	 0.2023	 0.0283
-2.5447	 0.3590	-5.4572	 0.1284	-0.0978	 0.0289	 0.1561	-0.2268	 0.0779	 0.0009	-1.0977	 0.2440	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.5447	-0.3590	-4.5428	-0.0009	 0.0978	-0.0289	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2374	36.7766	39100.9292	 0.0032	 0.0000	-2.5447	 0.3590	-5.4572	 0.1284	-0.0978	 0.0289
-0.9568	 0.0717	-10.7565	 0.1222	 0.2642	-0.0144	 0.1637	-0.2332	 0.0816	-0.0351	-1.1020	 0.2345	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9568	-0.0717	 0.7565	 0.0351	-0.2642	 0.0144	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2375	36.7762	39100.2999	 0.0036	 0.0000	-0.9568	 0.0717	-10.7565	 0.1222	 0.2642	-0.0144
-1.4892	 0.2133	-10.8040	 0.1467	 0.0440	-0.0064	 0.1609	-0.2255	 0.0778	 0.0011	-1.1073	 0.2318	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4892	-0.2133	 0.8040	-0.0011	-0.0440	 0.0064	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2376	36.7760	39100.0299	 0.0040	 0.0000	-1.4892	 0.2133	-10.8040	 0.1467	 0.0440	-0.0064
-1.6915	 0.2020	-8.7230	 0.0771	 0.0716	-0.0024	 0.1515	-0.2257	 0.0772	-0.0122	-1.1007	 0.2187	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.6915	-0.2020	-1.2770	 0.0122	-0.0716	 0.0024	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2375	36.7754	39100.1332	 0.0044	 0.0000	-1.6915	 0.2020	-8.7230	 0.0771	 0.0716	-0.0024
