Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 17: 33: 25: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	deg	N-m	N-m	N	N	N	deg	N-m	N-m	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	NA	NA	N	N	N	N-m	N-m	N-m
-2.1674	 0.0971	-7.5960	 0.1979	-0.0132	 0.0289	 0.3455	-0.1794	 0.0232	-0.0687	-1.2426	 0.0816	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.1674	-0.0971	-2.4040	 0.0687	 0.0132	-0.0289	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2118	36.7847	38862.0720	 0.0004	 0.0000	-2.1674	 0.0971	-7.5960	 0.1979	-0.0132	 0.0289
-1.9457	 0.3752	-9.5983	 0.0570	-0.0372	 0.0188	 0.3450	-0.1840	 0.0261	-0.1062	-1.2468	 0.0708	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.9457	-0.3752	-0.4017	 0.1062	 0.0372	-0.0188	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2104	36.7845	38861.7724	 0.0008	 0.0000	-1.9457	 0.3752	-9.5983	 0.0570	-0.0372	 0.0188
-1.9816	 0.5253	-7.7657	 0.0711	-0.0725	 0.0205	 0.3512	-0.1825	 0.0344	-0.0774	-1.2529	 0.0802	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.9816	-0.5253	-2.2343	 0.0774	 0.0725	-0.0205	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2108	36.7842	38861.6276	 0.0012	 0.0000	-1.9816	 0.5253	-7.7657	 0.0711	-0.0725	 0.0205
-1.7400	 0.3842	-8.6276	 0.0400	 0.1078	 0.0171	 0.3607	-0.1953	 0.0270	-0.1013	-1.2496	 0.0709	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7400	-0.3842	-1.3724	 0.1013	-0.1078	-0.0171	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2097	36.7843	38861.7713	 0.0016	 0.0000	-1.7400	 0.3842	-8.6276	 0.0400	 0.1078	 0.0171
-0.8003	-0.2187	-12.9087	 0.1805	 0.3558	-0.0162	 0.3521	-0.1937	 0.0281	-0.1065	-1.2606	 0.0923	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8003	 0.2187	 2.9087	 0.1065	-0.3558	 0.0162	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2094	36.7845	38861.8136	 0.0020	 0.0000	-0.8003	-0.2187	-12.9087	 0.1805	 0.3558	-0.0162
-0.0958	-0.7046	-17.8328	 0.2080	 0.6160	-0.0740	 0.3534	-0.1848	 0.0242	-0.1156	-1.2519	 0.0667	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.0958	 0.7046	 7.8328	 0.1156	-0.6160	 0.0740	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2096	36.7844	38862.3197	 0.0024	 0.0000	-0.0958	-0.7046	-17.8328	 0.2080	 0.6160	-0.0740
-0.8400	 0.2956	-11.6532	 0.0760	 0.2831	-0.0031	 0.3633	-0.1922	 0.0299	-0.0773	-1.2596	 0.0475	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8400	-0.2956	 1.6532	 0.0773	-0.2831	 0.0031	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2100	36.7839	38863.0575	 0.0028	 0.0000	-0.8400	 0.2956	-11.6532	 0.0760	 0.2831	-0.0031
-2.2338	 0.5680	-8.5916	 0.0764	-0.0899	 0.0349	 0.3639	-0.1860	 0.0287	-0.0855	-1.2685	 0.0705	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.2338	-0.5680	-1.4084	 0.0855	 0.0899	-0.0349	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2108	36.7848	38863.6010	 0.0032	 0.0000	-2.2338	 0.5680	-8.5916	 0.0764	-0.0899	 0.0349
-1.7025	-0.0262	-8.6271	 0.1800	 0.1250	 0.0073	 0.3666	-0.1911	 0.0268	-0.0841	-1.2666	 0.0456	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.7025	 0.0262	-1.3729	 0.0841	-0.1250	-0.0073	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.2128	36.7848	38864.8380	 0.0036	 0.0000	-1.7025	-0.0262	-8.6271	 0.1800	 0.1250	 0.0073
