Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 19, 2024 -- 13: 45: 24: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
-15.2032	-1.9796	-206.2639	 0.1747	-0.3738	 0.0790	 2.0249	-5.1883	-3.1850	-1.2189	 0.3460	-1.6941	 2.0249	-5.1883	-3.1850	-1.2189	 0.3460	-1.6941	 0.0353	-0.0404	-0.0066	 0.0201	-0.1548	 0.0344	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6120	38.5607	5363.2480	 0.0006	 0.0000	-15.2032	-1.9796	-206.2639	 0.1747	-0.3738	 0.0790
-15.2543	-1.7607	-205.3102	 0.1410	-0.3779	 0.0936	 2.0221	-5.1907	-3.1826	-1.2054	 0.3505	-1.6999	 2.0321	-5.1999	-3.1841	-1.2034	 0.3095	-1.6913	 0.0383	-0.0379	-0.0090	 0.0066	-0.1590	 0.0402	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6126	38.5604	5363.1480	 0.0013	 0.0000	-15.2543	-1.7607	-205.3102	 0.1410	-0.3779	 0.0936
-15.1276	-1.8577	-205.7458	 0.1549	-0.3811	 0.0921	 2.0307	-5.1945	-3.1834	-1.1999	 0.3419	-1.6841	 2.0596	-5.2276	-3.1913	-1.1988	 0.1958	-1.6608	 0.0299	-0.0342	-0.0081	 0.0010	-0.1499	 0.0244	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6120	38.5610	5363.2323	 0.0020	 0.0000	-15.1276	-1.8577	-205.7458	 0.1549	-0.3811	 0.0921
-15.0029	-2.0208	-206.0318	 0.1600	-0.3500	 0.0839	 2.0308	-5.1930	-3.1856	-1.2035	 0.3413	-1.6851	 2.0609	-5.2286	-3.1916	-1.1989	 0.1929	-1.6599	 0.0302	-0.0357	-0.0060	 0.0046	-0.1486	 0.0252	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6112	38.5602	5363.1576	 0.0026	 0.0000	-15.0029	-2.0208	-206.0318	 0.1600	-0.3500	 0.0839
-14.9245	-2.0689	-206.3467	 0.1619	-0.3334	 0.0739	 2.0206	-5.1924	-3.1837	-1.1958	 0.3433	-1.6949	 2.0615	-5.2286	-3.1916	-1.1991	 0.1938	-1.6599	 0.0410	-0.0362	-0.0079	-0.0033	-0.1495	 0.0350	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6111	38.5603	5363.1467	 0.0033	 0.0000	-14.9245	-2.0689	-206.3467	 0.1619	-0.3334	 0.0739
-15.0012	-2.1619	-206.4785	 0.1613	-0.3641	 0.0853	 2.0213	-5.1920	-3.1827	-1.2096	 0.3385	-1.6918	 2.0622	-5.2286	-3.1916	-1.1992	 0.1951	-1.6600	 0.0409	-0.0366	-0.0088	 0.0104	-0.1434	 0.0318	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6110	38.5598	5363.0831	 0.0039	 0.0000	-15.0012	-2.1619	-206.4785	 0.1613	-0.3641	 0.0853
-14.8620	-2.2203	-205.2017	 0.1448	-0.3842	 0.0884	 2.0224	-5.1920	-3.1860	-1.2175	 0.3368	-1.6922	 2.0630	-5.2286	-3.1915	-1.1994	 0.1966	-1.6601	 0.0406	-0.0365	-0.0055	 0.0181	-0.1402	 0.0320	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6118	38.5588	5363.0679	 0.0046	 0.0000	-14.8620	-2.2203	-205.2017	 0.1448	-0.3842	 0.0884
-14.8601	-2.5348	-205.1466	 0.1694	-0.3759	 0.0909	 2.0256	-5.1948	-3.1857	-1.2260	 0.3364	-1.6849	 2.0639	-5.2286	-3.1915	-1.1995	 0.1985	-1.6603	 0.0383	-0.0337	-0.0058	 0.0265	-0.1380	 0.0246	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6116	38.5595	5363.0393	 0.0053	 0.0000	-14.8601	-2.5348	-205.1466	 0.1694	-0.3759	 0.0909
-14.7254	-2.0400	-204.8763	 0.1265	-0.3603	 0.0897	 2.0230	-5.1977	-3.1839	-1.2153	 0.3366	-1.6773	 2.0650	-5.2285	-3.1915	-1.1997	 0.2005	-1.6605	 0.0420	-0.0308	-0.0076	 0.0156	-0.1361	 0.0168	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.6103	38.5604	5363.0630	 0.0059	 0.0000	-14.7254	-2.0400	-204.8763	 0.1265	-0.3603	 0.0897
