Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 23, 2024 -- 12: 57: 40: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
 0.1717	 0.1493	-194.6500	-0.0268	-0.1113	 0.2300	 0.8337	-0.2367	-2.5313	-6.2014	-1.5171	 0.7334	 0.8337	-0.2367	-2.5313	-6.2014	-1.5171	 0.7334	 0.0275	-0.0421	-0.0211	 0.0189	 0.1123	-0.0148	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6833	37.8317	5363.0803	 0.0006	 0.0000	 0.1717	 0.1493	-194.6500	-0.0268	-0.1113	 0.2300
-0.0512	 0.2316	-193.3874	-0.0360	-0.1587	 0.2410	 0.8299	-0.2355	-2.5289	-6.2004	-1.5133	 0.7303	 0.8299	-0.2355	-2.5289	-6.2004	-1.5133	 0.7303	 0.0313	-0.0434	-0.0234	 0.0179	 0.1085	-0.0118	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6842	37.8321	5363.1147	 0.0013	 0.0000	-0.0512	 0.2316	-193.3874	-0.0360	-0.1587	 0.2410
 0.2404	 0.2229	-194.6738	-0.0245	-0.0844	 0.2234	 0.8311	-0.2341	-2.5277	-6.1992	-1.5126	 0.7362	 0.8423	-0.2480	-2.5362	-6.1980	-1.4752	 0.7322	 0.0301	-0.0449	-0.0246	 0.0170	 0.1079	-0.0177	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6842	37.8321	5363.0847	 0.0020	 0.0000	 0.2404	 0.2229	-194.6738	-0.0245	-0.0844	 0.2234
 0.4182	 0.0916	-195.9644	 0.0204	-0.0342	 0.2276	 0.8293	-0.2338	-2.5285	-6.1918	-1.5181	 0.7373	 0.8606	-0.2779	-2.5515	-6.1827	-1.4080	 0.7193	 0.0320	-0.0455	-0.0238	 0.0100	 0.1134	-0.0188	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6847	37.8313	5363.1538	 0.0026	 0.0000	 0.4182	 0.0916	-195.9644	 0.0204	-0.0342	 0.2276
 0.0433	 0.3768	-194.3559	-0.0364	-0.1122	 0.2310	 0.8319	-0.2298	-2.5259	-6.2011	-1.5115	 0.7347	 0.8612	-0.2795	-2.5522	-6.1814	-1.4049	 0.7185	 0.0293	-0.0498	-0.0264	 0.0197	 0.1068	-0.0162	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6846	37.8314	5363.1448	 0.0033	 0.0000	 0.0433	 0.3768	-194.3559	-0.0364	-0.1122	 0.2310
 0.3765	 0.2656	-195.3375	-0.0339	-0.0660	 0.2226	 0.8289	-0.2328	-2.5257	-6.2035	-1.5133	 0.7336	 0.8612	-0.2799	-2.5522	-6.1808	-1.4047	 0.7184	 0.0323	-0.0471	-0.0265	 0.0226	 0.1085	-0.0152	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6850	37.8314	5363.0777	 0.0039	 0.0000	 0.3765	 0.2656	-195.3375	-0.0339	-0.0660	 0.2226
 0.1773	 0.2214	-194.4166	-0.0474	-0.1121	 0.2292	 0.8331	-0.2355	-2.5314	-6.1967	-1.5100	 0.7340	 0.8612	-0.2804	-2.5521	-6.1801	-1.4047	 0.7183	 0.0281	-0.0449	-0.0207	 0.0166	 0.1053	-0.0157	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6849	37.8313	5363.0323	 0.0046	 0.0000	 0.1773	 0.2214	-194.4166	-0.0474	-0.1121	 0.2292
 0.2709	 0.1153	-194.8817	-0.0327	-0.0786	 0.2292	 0.8336	-0.2366	-2.5283	-6.2030	-1.5082	 0.7365	 0.8613	-0.2809	-2.5521	-6.1793	-1.4048	 0.7182	 0.0276	-0.0443	-0.0237	 0.0236	 0.1035	-0.0183	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6852	37.8312	5363.0328	 0.0053	 0.0000	 0.2709	 0.1153	-194.8817	-0.0327	-0.0786	 0.2292
-0.0532	 0.2225	-193.3909	-0.0407	-0.1611	 0.2466	 0.8313	-0.2369	-2.5281	-6.1987	-1.5111	 0.7369	 0.8613	-0.2815	-2.5520	-6.1784	-1.4048	 0.7181	 0.0300	-0.0447	-0.0239	 0.0203	 0.1063	-0.0187	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.6851	37.8303	5362.9989	 0.0059	 0.0000	-0.0532	 0.2225	-193.3909	-0.0407	-0.1611	 0.2466
