Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 19, 2024 -- 13: 48: 4: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
 3.9976	 0.0560	-223.3663	 0.1510	-0.0641	-0.5805	 3.6403	-5.4199	-3.2365	-1.3639	 2.5523	-3.0448	 3.6403	-5.4199	-3.2365	-1.3639	 2.5523	-3.0448	 0.0511	-0.0367	-0.0082	 0.0098	 0.2446	-0.0347	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5747	38.5214	5362.6356	 0.0006	 0.0000	 3.9976	 0.0560	-223.3663	 0.1510	-0.0641	-0.5805
 3.9153	 0.2541	-223.3899	 0.1294	-0.0810	-0.5777	 3.6395	-5.4231	-3.2327	-1.3759	 2.5548	-3.0421	 3.6970	-5.4603	-3.2457	-1.3529	 2.8206	-3.0821	 0.0519	-0.0335	-0.0120	 0.0219	 0.2421	-0.0372	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5757	38.5211	5362.6698	 0.0013	 0.0000	 3.9153	 0.2541	-223.3899	 0.1294	-0.0810	-0.5777
 3.7207	 0.3727	-222.9827	 0.1245	-0.1009	-0.5663	 3.6390	-5.4245	-3.2371	-1.3715	 2.5588	-3.0436	 3.6919	-5.4569	-3.2448	-1.3539	 2.7989	-3.0792	 0.0523	-0.0321	-0.0076	 0.0174	 0.2380	-0.0354	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5764	38.5214	5362.7828	 0.0020	 0.0000	 3.7207	 0.3727	-222.9827	 0.1245	-0.1009	-0.5663
 3.9031	 0.0917	-224.1133	 0.1643	-0.0307	-0.5853	 3.6439	-5.4202	-3.2339	-1.3593	 2.5577	-3.0388	 3.6914	-5.4566	-3.2447	-1.3540	 2.7969	-3.0784	 0.0475	-0.0363	-0.0108	 0.0053	 0.2391	-0.0396	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5761	38.5212	5362.8524	 0.0026	 0.0000	 3.9031	 0.0917	-224.1133	 0.1643	-0.0307	-0.5853
 3.5129	 0.3935	-223.5680	 0.1584	-0.0914	-0.5703	 3.6356	-5.4210	-3.2355	-1.3802	 2.5697	-3.0522	 3.6914	-5.4565	-3.2447	-1.3540	 2.7967	-3.0777	 0.0558	-0.0355	-0.0093	 0.0262	 0.2270	-0.0255	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5766	38.5223	5362.8644	 0.0033	 0.0000	 3.5129	 0.3935	-223.5680	 0.1584	-0.0914	-0.5703
 3.7832	 0.2430	-223.3955	 0.1695	-0.0454	-0.5777	 3.6372	-5.4180	-3.2325	-1.3743	 2.5640	-3.0476	 3.6914	-5.4565	-3.2447	-1.3539	 2.7966	-3.0768	 0.0542	-0.0385	-0.0122	 0.0203	 0.2326	-0.0292	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5766	38.5233	5362.8401	 0.0039	 0.0000	 3.7832	 0.2430	-223.3955	 0.1695	-0.0454	-0.5777
 3.7414	 0.3992	-223.8994	 0.1540	-0.0494	-0.5778	 3.6391	-5.4201	-3.2306	-1.3578	 2.5651	-3.0391	 3.6914	-5.4565	-3.2447	-1.3539	 2.7965	-3.0757	 0.0522	-0.0364	-0.0142	 0.0039	 0.2314	-0.0366	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5772	38.5234	5362.8879	 0.0046	 0.0000	 3.7414	 0.3992	-223.8994	 0.1540	-0.0494	-0.5778
 3.5865	 0.4638	-223.7312	 0.1500	-0.0702	-0.5687	 3.6361	-5.4205	-3.2319	-1.3639	 2.5690	-3.0479	 3.6914	-5.4565	-3.2447	-1.3538	 2.7964	-3.0745	 0.0553	-0.0360	-0.0129	 0.0101	 0.2274	-0.0265	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5776	38.5237	5363.0150	 0.0053	 0.0000	 3.5865	 0.4638	-223.7312	 0.1500	-0.0702	-0.5687
 3.4623	 0.6288	-222.9965	 0.1286	-0.0903	-0.5702	 3.6351	-5.4197	-3.2362	-1.3860	 2.5730	-3.0525	 3.6914	-5.4564	-3.2447	-1.3537	 2.7962	-3.0730	 0.0563	-0.0367	-0.0085	 0.0323	 0.2232	-0.0205	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	37.5773	38.5240	5363.0348	 0.0059	 0.0000	 3.4623	 0.6288	-222.9965	 0.1286	-0.0903	-0.5702
