Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: Gilbert_Neutral.wvp

Acquisition Rate: 100 Waveform Frequency:  0.040
Time Stamp: 3 12, 2020 -- 19: 42: 14: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	FxRw	FyRw	FzRw	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	deg	N-m	N-m	N	N	N	deg	N-m	N-m	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	N	N	NA	NA	N	N	N	N-m	N-m	N-m
-1.2107	 0.0941	-7.3606	-0.8405	 0.0689	 0.0056	-0.0632	 0.1830	 0.4728	-0.1065	-2.3863	 1.5184	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2107	-0.0941	-2.6394	 0.1065	-0.0689	-0.0056	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0914	36.6645	38875.6259	 0.0004	 0.0000	-1.2107	 0.0941	-7.3606	-0.8405	 0.0689	 0.0056
-1.5157	 0.3100	-8.7307	-0.9465	-0.0735	 0.0149	-0.0638	 0.1831	 0.4762	-0.1174	-2.3779	 1.4979	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5157	-0.3100	-1.2693	 0.1174	 0.0735	-0.0149	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0924	36.6649	38877.1619	 0.0008	 0.0000	-1.5157	 0.3100	-8.7307	-0.9465	-0.0735	 0.0149
-0.8290	 0.4847	-10.5970	-0.9978	 0.1458	-0.0059	-0.0668	 0.1799	 0.4684	-0.1028	-2.3780	 1.4921	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8290	-0.4847	 0.5970	 0.1028	-0.1458	 0.0059	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0928	36.6653	38877.7782	 0.0012	 0.0000	-0.8290	 0.4847	-10.5970	-0.9978	 0.1458	-0.0059
-1.4831	 0.4888	-7.6480	-0.9648	-0.0701	 0.0292	-0.0610	 0.1888	 0.4681	-0.1022	-2.3757	 1.4933	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4831	-0.4888	-2.3520	 0.1022	 0.0701	-0.0292	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0929	36.6660	38877.7565	 0.0016	 0.0000	-1.4831	 0.4888	-7.6480	-0.9648	-0.0701	 0.0292
-2.4761	 0.8443	-6.6143	-1.0665	-0.3370	 0.0339	-0.0657	 0.1883	 0.4655	-0.1023	-2.3748	 1.4889	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.4761	-0.8443	-3.3857	 0.1023	 0.3370	-0.0339	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0920	36.6651	38878.6560	 0.0020	 0.0000	-2.4761	 0.8443	-6.6143	-1.0665	-0.3370	 0.0339
-1.2271	 0.5403	-7.6510	-0.9320	 0.0102	 0.0279	-0.0651	 0.1855	 0.4751	-0.1237	-2.3626	 1.5023	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2271	-0.5403	-2.3490	 0.1237	-0.0102	-0.0279	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0912	36.6657	38879.2386	 0.0024	 0.0000	-1.2271	 0.5403	-7.6510	-0.9320	 0.0102	 0.0279
-0.8641	 0.1017	-8.7911	-0.8742	 0.1654	 0.0134	-0.0691	 0.1921	 0.4671	-0.0728	-2.3860	 1.5069	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8641	-0.1017	-1.2089	 0.0728	-0.1654	-0.0134	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0904	36.6659	38879.0703	 0.0028	 0.0000	-0.8641	 0.1017	-8.7911	-0.8742	 0.1654	 0.0134
-0.9205	 0.4433	-8.7019	-1.0108	 0.1158	-0.0052	-0.0643	 0.1834	 0.4542	-0.0911	-2.3775	 1.4936	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9205	-0.4433	-1.2981	 0.0911	-0.1158	 0.0052	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0901	36.6656	38878.6100	 0.0032	 0.0000	-0.9205	 0.4433	-8.7019	-1.0108	 0.1158	-0.0052
-1.4534	-0.1788	-9.7407	-0.8376	-0.0543	 0.0045	-0.0802	 0.1815	 0.4712	-0.0765	-2.3924	 1.5311	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.4534	 0.1788	-0.2593	 0.0765	 0.0543	-0.0045	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0894	36.6654	38878.8694	 0.0036	 0.0000	-1.4534	-0.1788	-9.7407	-0.8376	-0.0543	 0.0045
-0.9664	 0.3447	-9.5814	-0.9614	 0.0723	-0.0075	-0.0644	 0.1855	 0.4645	-0.1098	-2.3847	 1.5021	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9664	-0.3447	-0.4186	 0.1098	-0.0723	 0.0075	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0898	36.6646	38879.6264	 0.0040	 0.0000	-0.9664	 0.3447	-9.5814	-0.9614	 0.0723	-0.0075
-2.2657	 0.7189	-6.4716	-0.9283	-0.3165	 0.0395	-0.0679	 0.1786	 0.4594	-0.0892	-2.3846	 1.5016	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.2657	-0.7189	-3.5284	 0.0892	 0.3165	-0.0395	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0894	36.6646	38879.5533	 0.0044	 0.0000	-2.2657	 0.7189	-6.4716	-0.9283	-0.3165	 0.0395
-1.3925	 0.0981	-12.5450	-0.8923	-0.0481	-0.0188	-0.0656	 0.1792	 0.4660	-0.0968	-2.3935	 1.5111	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3925	-0.0981	 2.5450	 0.0968	 0.0481	 0.0188	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0902	36.6653	38879.6076	 0.0048	 0.0000	-1.3925	 0.0981	-12.5450	-0.8923	-0.0481	-0.0188
-0.1163	 0.0127	-12.7866	-0.8997	 0.3313	-0.0102	-0.0707	 0.1755	 0.4668	-0.1067	-2.3913	 1.5098	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.1163	-0.0127	 2.7866	 0.1067	-0.3313	 0.0102	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0904	36.6641	38879.6305	 0.0052	 0.0000	-0.1163	 0.0127	-12.7866	-0.8997	 0.3313	-0.0102
-1.2982	 0.3754	-9.7358	-0.9378	-0.0465	-0.0082	-0.0679	 0.1706	 0.4670	-0.1060	-2.3877	 1.5214	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2982	-0.3754	-0.2642	 0.1060	 0.0465	 0.0082	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0907	36.6640	38879.1681	 0.0056	 0.0000	-1.2982	 0.3754	-9.7358	-0.9378	-0.0465	-0.0082
-2.2015	 0.8191	-7.6248	-1.0555	-0.3466	 0.0494	-0.0649	 0.1707	 0.4679	-0.0795	-2.3970	 1.5182	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 2.2015	-0.8191	-2.3752	 0.0795	 0.3466	-0.0494	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0912	36.6623	38878.9864	 0.0060	 0.0000	-2.2015	 0.8191	-7.6248	-1.0555	-0.3466	 0.0494
-0.9983	-0.1710	-10.7171	-0.8076	 0.0202	 0.0265	-0.0523	 0.1678	 0.4596	-0.0741	-2.3947	 1.5162	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9983	 0.1710	 0.7171	 0.0741	-0.0202	-0.0265	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0910	36.6625	38879.0629	 0.0064	 0.0000	-0.9983	-0.1710	-10.7171	-0.8076	 0.0202	 0.0265
-0.9061	 0.2302	-8.6564	-0.9494	 0.0956	 0.0031	-0.0464	 0.1598	 0.4687	-0.0760	-2.3998	 1.5313	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9061	-0.2302	-1.3436	 0.0760	-0.0956	-0.0031	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0910	36.6620	38879.1563	 0.0068	 0.0000	-0.9061	 0.2302	-8.6564	-0.9494	 0.0956	 0.0031
-1.5083	 0.1063	-8.7780	-0.8082	-0.0869	 0.0170	-0.0308	 0.1581	 0.4554	-0.0786	-2.3993	 1.5073	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.5083	-0.1063	-1.2220	 0.0786	 0.0869	-0.0170	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0911	36.6624	38879.8439	 0.0072	 0.0000	-1.5083	 0.1063	-8.7780	-0.8082	-0.0869	 0.0170
-1.2278	 0.0907	-9.6769	-0.8544	-0.0339	 0.0048	-0.0419	 0.1510	 0.4685	-0.0909	-2.4074	 1.5299	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.2278	-0.0907	-0.3231	 0.0909	 0.0339	-0.0048	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0918	36.6620	38879.9761	 0.0076	 0.0000	-1.2278	 0.0907	-9.6769	-0.8544	-0.0339	 0.0048
-0.7354	 0.1197	-10.6484	-0.8862	 0.0652	 0.0026	-0.0344	 0.1628	 0.4626	-0.0960	-2.4061	 1.5156	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7354	-0.1197	 0.6484	 0.0960	-0.0652	-0.0026	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0923	36.6622	38880.5964	 0.0080	 0.0000	-0.7354	 0.1197	-10.6484	-0.8862	 0.0652	 0.0026
-0.2316	 0.4386	-10.5244	-0.9616	 0.2729	-0.0193	-0.0307	 0.1537	 0.4615	-0.1048	-2.4038	 1.5293	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.2316	-0.4386	 0.5244	 0.1048	-0.2729	 0.0193	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0909	36.6625	38880.3247	 0.0084	 0.0000	-0.2316	 0.4386	-10.5244	-0.9616	 0.2729	-0.0193
 1.5854	-1.1362	-20.7616	-0.6649	 0.8392	-0.0898	-0.0153	 0.1479	 0.4601	-0.1111	-2.4073	 1.5297	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	-1.5854	 1.1362	10.7616	 0.1111	-0.8392	 0.0898	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0905	36.6616	38880.4473	 0.0088	 0.0000	 1.5854	-1.1362	-20.7616	-0.6649	 0.8392	-0.0898
-0.9131	 0.4206	-10.6792	-0.9238	 0.0841	 0.0198	-0.0249	 0.1432	 0.4665	-0.0743	-2.4141	 1.5366	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9131	-0.4206	 0.6792	 0.0743	-0.0841	-0.0198	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0912	36.6621	38880.3793	 0.0092	 0.0000	-0.9131	 0.4206	-10.6792	-0.9238	 0.0841	 0.0198
-0.8155	-0.1230	-9.6044	-0.7902	 0.0669	-0.0059	-0.0176	 0.1415	 0.4624	-0.1030	-2.4044	 1.5241	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.8155	 0.1230	-0.3956	 0.1030	-0.0669	 0.0059	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0904	36.6630	38880.8798	 0.0096	 0.0000	-0.8155	-0.1230	-9.6044	-0.7902	 0.0669	-0.0059
-0.9399	 0.0011	-12.6637	-0.8170	-0.0160	 0.0067	-0.0090	 0.1366	 0.4613	-0.0735	-2.4149	 1.5517	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.9399	-0.0011	 2.6637	 0.0735	 0.0160	-0.0067	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0912	36.6636	38880.9723	 0.0100	 0.0000	-0.9399	 0.0011	-12.6637	-0.8170	-0.0160	 0.0067
-1.3002	 0.4361	-6.6072	-0.9481	-0.0490	 0.0170	-0.0053	 0.1488	 0.4601	-0.0764	-2.4092	 1.5427	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 1.3002	-0.4361	-3.3928	 0.0764	 0.0490	-0.0170	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0904	36.6631	38880.9614	 0.0104	 0.0000	-1.3002	 0.4361	-6.6072	-0.9481	-0.0490	 0.0170
-0.7564	-0.0477	-7.5346	-0.8621	 0.0754	 0.0052	-0.0038	 0.1358	 0.4640	-0.0766	-2.4138	 1.5438	 0.0000	 0.0000	-10.0000	 0.0000	 0.0000	 0.0000	 0.7564	 0.0477	-2.4654	 0.0766	-0.0754	-0.0052	-0.0000	-0.0000	 0.0000	 0.0000	-0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	35.0901	36.6632	38880.6549	 0.0108	 0.0000	-0.7564	-0.0477	-7.5346	-0.8621	 0.0754	 0.0052
