Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 29, 2024 -- 13: 8: 34: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
-7.1307	 1.8623	-213.1851	 0.3454	-0.1638	-0.0623	 1.2108	-1.1698	-1.2655	-1.2375	-0.5443	-0.5796	 1.2108	-1.1698	-1.2655	-1.2375	-0.5443	-0.5796	 0.0238	-0.0437	-0.0119	-0.0093	-0.0055	 0.0068	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3714	37.5926	5359.8049	 0.0006	 0.0000	-7.1307	 1.8623	-213.1851	 0.3454	-0.1638	-0.0623
-6.7035	 1.7758	-214.2220	 0.3588	-0.1127	-0.0762	 1.2117	-1.1722	-1.2677	-1.2606	-0.5481	-0.5824	 1.2269	-1.2045	-1.2768	-1.2517	-0.5487	-0.5746	 0.0230	-0.0412	-0.0097	 0.0138	-0.0017	 0.0096	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3712	37.5922	5359.8332	 0.0013	 0.0000	-6.7035	 1.7758	-214.2220	 0.3588	-0.1127	-0.0762
-7.0941	 1.9298	-212.3474	 0.3435	-0.1653	-0.0533	 1.2125	-1.1674	-1.2664	-1.2456	-0.5484	-0.5831	 1.2340	-1.2126	-1.2774	-1.2471	-0.5495	-0.5729	 0.0222	-0.0460	-0.0110	-0.0011	-0.0012	 0.0103	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3717	37.5925	5359.8551	 0.0020	 0.0000	-7.0941	 1.9298	-212.3474	 0.3435	-0.1653	-0.0533
-7.1119	 1.9364	-212.1130	 0.3263	-0.1845	-0.0481	 1.2168	-1.1726	-1.2660	-1.2422	-0.5479	-0.5773	 1.2347	-1.2134	-1.2774	-1.2467	-0.5493	-0.5728	 0.0180	-0.0409	-0.0114	-0.0045	-0.0014	 0.0044	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3711	37.5923	5359.8677	 0.0026	 0.0000	-7.1119	 1.9364	-212.1130	 0.3263	-0.1845	-0.0481
-7.0054	 1.6722	-212.7644	 0.3267	-0.1656	-0.0555	 1.2141	-1.1714	-1.2650	-1.2512	-0.5483	-0.5766	 1.2349	-1.2134	-1.2774	-1.2467	-0.5490	-0.5729	 0.0208	-0.0420	-0.0124	 0.0046	-0.0007	 0.0037	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3715	37.5920	5359.8826	 0.0033	 0.0000	-7.0054	 1.6722	-212.7644	 0.3267	-0.1656	-0.0555
-7.1011	 1.7108	-212.1443	 0.3350	-0.1780	-0.0507	 1.2129	-1.1762	-1.2709	-1.2475	-0.5472	-0.5740	 1.2350	-1.2134	-1.2774	-1.2466	-0.5486	-0.5729	 0.0222	-0.0373	-0.0065	 0.0009	-0.0014	 0.0011	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3720	37.5915	5359.8307	 0.0039	 0.0000	-7.1011	 1.7108	-212.1443	 0.3350	-0.1780	-0.0507
-6.8599	 1.8795	-213.3296	 0.3277	-0.1224	-0.0747	 1.2178	-1.1739	-1.2716	-1.2567	-0.5420	-0.5813	 1.2352	-1.2134	-1.2774	-1.2466	-0.5481	-0.5729	 0.0175	-0.0395	-0.0058	 0.0101	-0.0060	 0.0083	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3722	37.5910	5359.8453	 0.0046	 0.0000	-6.8599	 1.8795	-213.3296	 0.3277	-0.1224	-0.0747
-6.9937	 1.8189	-211.7782	 0.3439	-0.1503	-0.0669	 1.2171	-1.1715	-1.2720	-1.2553	-0.5464	-0.5786	 1.2354	-1.2134	-1.2774	-1.2466	-0.5475	-0.5730	 0.0183	-0.0419	-0.0054	 0.0088	-0.0011	 0.0056	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3723	37.5912	5359.8622	 0.0053	 0.0000	-6.9937	 1.8189	-211.7782	 0.3439	-0.1503	-0.0669
-7.3777	 1.6944	-210.8645	 0.3456	-0.2004	-0.0620	 1.2155	-1.1697	-1.2652	-1.2677	-0.5512	-0.5797	 1.2357	-1.2134	-1.2774	-1.2465	-0.5468	-0.5731	 0.0202	-0.0437	-0.0122	 0.0212	 0.0044	 0.0066	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3721	37.5899	5359.6801	 0.0059	 0.0000	-7.3777	 1.6944	-210.8645	 0.3456	-0.2004	-0.0620
-7.1067	 1.6772	-211.6857	 0.3465	-0.1606	-0.0642	 1.2169	-1.1737	-1.2699	-1.2505	-0.5434	-0.5859	 1.2359	-1.2134	-1.2774	-1.2464	-0.5461	-0.5731	 0.0190	-0.0397	-0.0075	 0.0041	-0.0027	 0.0128	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3731	37.5901	5359.6465	 0.0066	 0.0000	-7.1067	 1.6772	-211.6857	 0.3465	-0.1606	-0.0642
-6.9992	 1.6247	-212.4111	 0.3312	-0.1457	-0.0625	 1.2145	-1.1735	-1.2650	-1.2569	-0.5438	-0.5795	 1.2362	-1.2134	-1.2774	-1.2464	-0.5452	-0.5732	 0.0218	-0.0399	-0.0123	 0.0105	-0.0014	 0.0062	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3734	37.5900	5359.6531	 0.0072	 0.0000	-6.9992	 1.6247	-212.4111	 0.3312	-0.1457	-0.0625
-6.8040	 1.6257	-212.4402	 0.3479	-0.1184	-0.0644	 1.2140	-1.1741	-1.2659	-1.2487	-0.5454	-0.5786	 1.2366	-1.2134	-1.2773	-1.2463	-0.5443	-0.5733	 0.0225	-0.0393	-0.0114	 0.0024	 0.0012	 0.0053	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3718	37.5910	5359.7010	 0.0079	 0.0000	-6.8040	 1.6257	-212.4402	 0.3479	-0.1184	-0.0644
-7.0527	 1.4345	-211.8603	 0.3612	-0.1655	-0.0614	 1.2144	-1.1745	-1.2649	-1.2476	-0.5430	-0.5808	 1.2369	-1.2134	-1.2773	-1.2462	-0.5433	-0.5734	 0.0225	-0.0389	-0.0124	 0.0014	-0.0002	 0.0074	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3715	37.5904	5359.6319	 0.0086	 0.0000	-7.0527	 1.4345	-211.8603	 0.3612	-0.1655	-0.0614
-6.9180	 1.5363	-211.6399	 0.3429	-0.1504	-0.0611	 1.2154	-1.1757	-1.2639	-1.2427	-0.5451	-0.5756	 1.2373	-1.2133	-1.2773	-1.2461	-0.5421	-0.5735	 0.0219	-0.0376	-0.0134	-0.0034	 0.0029	 0.0021	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3721	37.5900	5359.6409	 0.0092	 0.0000	-6.9180	 1.5363	-211.6399	 0.3429	-0.1504	-0.0611
-6.7968	 1.5481	-212.2501	 0.3475	-0.1376	-0.0710	 1.2138	-1.1728	-1.2666	-1.2440	-0.5512	-0.5777	 1.2377	-1.2133	-1.2773	-1.2460	-0.5409	-0.5736	 0.0239	-0.0406	-0.0107	-0.0020	 0.0103	 0.0040	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3715	37.5896	5359.5419	 0.0099	 0.0000	-6.7968	 1.5481	-212.2501	 0.3475	-0.1376	-0.0710
-6.9551	 1.7123	-212.5505	 0.3392	-0.1612	-0.0670	 1.2201	-1.1711	-1.2656	-1.2536	-0.5474	-0.5788	 1.2382	-1.2133	-1.2773	-1.2459	-0.5396	-0.5737	 0.0181	-0.0422	-0.0117	 0.0078	 0.0078	 0.0051	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3718	37.5893	5359.4683	 0.0105	 0.0000	-6.9551	 1.7123	-212.5505	 0.3392	-0.1612	-0.0670
-7.0118	 1.7274	-211.9168	 0.3385	-0.1795	-0.0603	 1.2169	-1.1696	-1.2649	-1.2465	-0.5458	-0.5800	 1.2387	-1.2133	-1.2772	-1.2457	-0.5382	-0.5739	 0.0218	-0.0437	-0.0123	 0.0007	 0.0076	 0.0061	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3711	37.5900	5359.5916	 0.0112	 0.0000	-7.0118	 1.7274	-211.9168	 0.3385	-0.1795	-0.0603
-7.0393	 1.6399	-211.8920	 0.3403	-0.1570	-0.0579	 1.2155	-1.1742	-1.2655	-1.2614	-0.5470	-0.5792	 1.2392	-1.2133	-1.2772	-1.2456	-0.5367	-0.5740	 0.0237	-0.0391	-0.0117	 0.0159	 0.0103	 0.0052	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.3716	37.5900	5359.6208	 0.0119	 0.0000	-7.0393	 1.6399	-211.8920	 0.3403	-0.1570	-0.0579
