Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 23, 2024 -- 13: 18: 30: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
 4.3561	-14.4223	-91.9258	-0.3962	-0.3716	-0.5658	 0.5773	-0.4511	-2.6309	-6.0732	-1.7609	-1.4109	 0.5773	-0.4511	-2.6309	-6.0732	-1.7609	-1.4109	 0.0531	-0.0463	-0.0108	 0.0148	 0.2332	-0.0220	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7677	37.8924	5360.5212	 0.0006	 0.0000	 4.3561	-14.4223	-91.9258	-0.3962	-0.3716	-0.5658
 4.3876	-14.5356	-92.1308	-0.3923	-0.3741	-0.5666	 0.5863	-0.4522	-2.6294	-6.0655	-1.7603	-1.4032	 0.5863	-0.4522	-2.6294	-6.0655	-1.7603	-1.4032	 0.0441	-0.0452	-0.0123	 0.0071	 0.2327	-0.0295	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7677	37.8932	5360.6692	 0.0013	 0.0000	 4.3876	-14.5356	-92.1308	-0.3923	-0.3741	-0.5666
 4.3237	-14.3382	-92.1821	-0.4274	-0.3716	-0.5628	 0.5840	-0.4486	-2.6327	-6.0753	-1.7529	-1.4124	 0.6189	-0.4857	-2.6391	-6.0652	-1.5798	-1.4289	 0.0464	-0.0488	-0.0090	 0.0169	 0.2252	-0.0198	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7684	37.8937	5360.6704	 0.0020	 0.0000	 4.3237	-14.3382	-92.1821	-0.4274	-0.3716	-0.5628
 4.2993	-14.4285	-92.0822	-0.4073	-0.3866	-0.5678	 0.5837	-0.4524	-2.6274	-6.0581	-1.7569	-1.4080	 0.6295	-0.4963	-2.6415	-6.0591	-1.5324	-1.4310	 0.0468	-0.0450	-0.0143	-0.0004	 0.2291	-0.0233	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7673	37.8938	5360.5755	 0.0026	 0.0000	 4.2993	-14.4285	-92.0822	-0.4073	-0.3866	-0.5678
 4.3082	-14.6013	-91.9640	-0.3912	-0.3821	-0.5594	 0.5851	-0.4533	-2.6337	-6.0827	-1.7479	-1.4044	 0.6304	-0.4973	-2.6417	-6.0586	-1.5283	-1.4302	 0.0454	-0.0441	-0.0081	 0.0241	 0.2201	-0.0258	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7665	37.8950	5360.4688	 0.0033	 0.0000	 4.3082	-14.6013	-91.9640	-0.3912	-0.3821	-0.5594
 4.4357	-14.5546	-92.1142	-0.4000	-0.3612	-0.5645	 0.5829	-0.4594	-2.6339	-6.0764	-1.7487	-1.4066	 0.6306	-0.4973	-2.6418	-6.0587	-1.5279	-1.4288	 0.0477	-0.0380	-0.0079	 0.0178	 0.2208	-0.0223	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7666	37.8939	5360.3506	 0.0039	 0.0000	 4.4357	-14.5546	-92.1142	-0.4000	-0.3612	-0.5645
 4.1988	-14.2813	-91.7927	-0.4352	-0.3843	-0.5561	 0.5807	-0.4531	-2.6296	-6.0674	-1.7458	-1.4033	 0.6307	-0.4973	-2.6418	-6.0588	-1.5280	-1.4272	 0.0500	-0.0442	-0.0122	 0.0087	 0.2178	-0.0239	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7653	37.8934	5360.3468	 0.0046	 0.0000	 4.1988	-14.2813	-91.7927	-0.4352	-0.3843	-0.5561
 4.1929	-14.1721	-91.7995	-0.4346	-0.3977	-0.5476	 0.5785	-0.4525	-2.6261	-6.0598	-1.7421	-1.4091	 0.6308	-0.4973	-2.6418	-6.0589	-1.5281	-1.4253	 0.0523	-0.0448	-0.0158	 0.0009	 0.2140	-0.0162	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7661	37.8938	5360.3163	 0.0053	 0.0000	 4.1929	-14.1721	-91.7995	-0.4346	-0.3977	-0.5476
 4.6409	-14.5075	-92.2999	-0.4032	-0.3098	-0.5736	 0.5793	-0.4571	-2.6304	-6.0696	-1.7435	-1.4046	 0.6310	-0.4973	-2.6419	-6.0591	-1.5282	-1.4230	 0.0517	-0.0402	-0.0115	 0.0105	 0.2153	-0.0185	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7666	37.8935	5360.3404	 0.0059	 0.0000	 4.6409	-14.5075	-92.2999	-0.4032	-0.3098	-0.5736
