Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.033
Time Stamp: 7 23, 2024 -- 13: 2: 58: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr	FxCs	FyCs	FzCs	MxCs	MyCs	MzCs	FxCp	FyCp	FzCp	MxCp	MyCp	MzCp	SrTp	TbTp	HPrs	CntA	CntB	FxSm	FySm	FzSm	MxSm	MySm	MzSm
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	mm	mm	mm	deg	deg	deg	N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	°C	°C	KPa	NA	NA	N	N	N	N-m	N-m	N-m
 3.5134	-5.6939	-210.6899	-0.2339	-0.2462	-0.8166	 0.5891	-0.4511	-2.6125	-6.0652	-1.7681	-1.3965	 0.5891	-0.4511	-2.6125	-6.0652	-1.7681	-1.3965	 0.0412	-0.0463	-0.0292	 0.0069	 0.2404	-0.0365	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7114	37.8582	5363.1603	 0.0006	 0.0000	 3.5134	-5.6939	-210.6899	-0.2339	-0.2462	-0.8166
 3.4138	-5.7940	-211.2576	-0.2026	-0.2668	-0.8095	 0.5919	-0.4509	-2.6119	-6.0751	-1.7714	-1.3935	 0.5919	-0.4509	-2.6119	-6.0751	-1.7714	-1.3935	 0.0385	-0.0465	-0.0298	 0.0167	 0.2438	-0.0392	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7105	37.8575	5363.1416	 0.0013	 0.0000	 3.4138	-5.7940	-211.2576	-0.2026	-0.2668	-0.8095
 3.1209	-5.5658	-210.2004	-0.2475	-0.3234	-0.7938	 0.5936	-0.4523	-2.6121	-6.0591	-1.7647	-1.3936	 0.5960	-0.4552	-2.6144	-6.0585	-1.7497	-1.3965	 0.0368	-0.0450	-0.0296	 0.0007	 0.2371	-0.0385	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7093	37.8562	5363.1240	 0.0020	 0.0000	 3.1209	-5.5658	-210.2004	-0.2475	-0.3234	-0.7938
 3.4298	-5.7904	-211.4572	-0.1943	-0.2601	-0.8093	 0.5973	-0.4506	-2.6136	-6.0606	-1.7637	-1.3954	 0.6307	-0.4975	-2.6416	-6.0582	-1.5273	-1.4311	 0.0331	-0.0468	-0.0281	 0.0021	 0.2360	-0.0359	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7110	37.8565	5363.2748	 0.0026	 0.0000	 3.4298	-5.7904	-211.4572	-0.1943	-0.2601	-0.8093
 3.3199	-5.7854	-210.9450	-0.2025	-0.2562	-0.8123	 0.5950	-0.4471	-2.6126	-6.0596	-1.7685	-1.3973	 0.6306	-0.4975	-2.6418	-6.0585	-1.5273	-1.4303	 0.0355	-0.0502	-0.0291	 0.0010	 0.2407	-0.0329	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7123	37.8569	5363.2183	 0.0033	 0.0000	 3.3199	-5.7854	-210.9450	-0.2025	-0.2562	-0.8123
 3.2534	-5.7817	-210.7556	-0.2046	-0.2547	-0.8104	 0.5904	-0.4473	-2.6160	-6.0822	-1.7562	-1.4026	 0.6306	-0.4974	-2.6418	-6.0587	-1.5278	-1.4289	 0.0402	-0.0500	-0.0258	 0.0236	 0.2284	-0.0263	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7116	37.8567	5363.2867	 0.0039	 0.0000	 3.2534	-5.7817	-210.7556	-0.2046	-0.2547	-0.8104
 3.4327	-5.9621	-211.0694	-0.2065	-0.2341	-0.8236	 0.5880	-0.4488	-2.6100	-6.0752	-1.7592	-1.4027	 0.6307	-0.4973	-2.6418	-6.0588	-1.5280	-1.4272	 0.0427	-0.0485	-0.0318	 0.0164	 0.2312	-0.0245	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7119	37.8578	5363.3186	 0.0046	 0.0000	 3.4327	-5.9621	-211.0694	-0.2065	-0.2341	-0.8236
 3.2501	-6.1042	-210.4922	-0.2156	-0.2581	-0.7984	 0.5968	-0.4541	-2.6102	-6.0699	-1.7554	-1.3938	 0.6308	-0.4973	-2.6418	-6.0589	-1.5281	-1.4253	 0.0340	-0.0433	-0.0317	 0.0110	 0.2273	-0.0315	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7118	37.8574	5363.2529	 0.0053	 0.0000	 3.2501	-6.1042	-210.4922	-0.2156	-0.2581	-0.7984
 3.1688	-5.7986	-210.4995	-0.2303	-0.3051	-0.7904	 0.5945	-0.4577	-2.6122	-6.0738	-1.7554	-1.4013	 0.6310	-0.4973	-2.6419	-6.0591	-1.5282	-1.4230	 0.0364	-0.0396	-0.0297	 0.0147	 0.2271	-0.0217	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	36.7106	37.8575	5363.2034	 0.0059	 0.0000	 3.1688	-5.7986	-210.4995	-0.2303	-0.3051	-0.7904
